yearmo;SENT;SENT_ORTH;pdnd;ripo;nipo;cefd;s;indpro;consdur;consnon;consserv;recess;employ;cpi
197509;-1.962;-1.828;14.14000034;-7.099999905;3;21.46999931;0.180000007;41.63800049;149.8999939;356.7999878;548.0999756;0;77228;54.59999847
197510;-1.859;-1.781;16.29999924;-0.100000001;3;18.81999969;0.189999998;41.81710052;148;355.7000122;557.0999756;0;77540;54.90000153
197511;-1.922;-2.008;17.05999947;0;1;21.22999954;0.200000003;41.87639999;153.1999969;360.3999939;562.0999756;0;77685;55.29999924
197512;-1.961;-2.225;16.70999908;-8.800000191;1;21.53000069;0.200000003;42.44839859;158.8999939;362.8999939;570.2999878;0;78017;55.5
197601;-1.806;-2.130;16.95999908;5.099999905;6;18.40999985;0.209999993;43.01490021;161.1999969;369.2999878;576.7000122;0;78503;55.59999847
197602;-1.888;-2.316;14.17000008;25;1;17.62999916;0.219999999;43.45149994;164.1999969;366;577.5;0;78816;55.79999924
197603;-1.857;-2.284;14.47999954;12.89999962;2;19.86000061;0.239999995;43.53590012;164.5;367;583.2999878;0;79048;55.90000153
197604;-1.829;-2.232;14.34000015;;0;21.73999977;0.230000004;43.75930023;167.6000061;371.2999878;586.5;0;79292;56.09999847
197605;-1.863;-2.235;15.22000027;-4.099999905;4;22.35000038;0.230000004;43.93590164;162.1999969;370.3999939;590.0999756;0;79312;56.5
197606;-1.813;-2.213;15.78999996;1.600000024;4;21.35000038;0.230000004;43.9917984;167.8999939;377.6000061;595;0;79376;56.79999924
197607;-1.732;-2.172;15.94999981;9.399999619;4;21.46999931;0.239999995;44.22539902;169.6999969;377.8999939;602;0;79547;57.09999847
197608;-1.821;-2.143;17.12999916;-0.899999976;2;22.63999939;0.239999995;44.53649902;168.6999969;381;608.2999878;0;79704;57.40000153
197609;-1.850;-2.262;18.20000076;-1.600000024;6;22.05999947;0.219999999;44.67750168;171.1999969;382.8999939;614.7000122;0;79892;57.59999847
197610;-1.853;-2.246;19.21999931;-6.199999809;1;20.77000046;0.209999993;44.66949844;170.8999939;387.2999878;618.5;0;79911;57.90000153
197611;-1.934;-2.487;18.01000023;-4.300000191;1;22.15999985;0.209999993;45.35400009;173.1999969;388.2000122;627.5;0;80240;58
197612;-1.821;-2.395;18.62000084;2.099999905;4;19.63999939;0.209999993;45.83570099;182.1999969;393.2000122;636;0;80448;58.20000076
197701;-1.691;-2.061;16.69000053;-0.699999988;4;17.45000076;0.200000003;45.52759933;177.8000031;394.5;642.7000122;0;80690;58.5
197702;-1.570;-1.913;16.80999947;32.79999924;2;17.19000053;0.209999993;46.25669861;184.1000061;397.7000122;649.5;0;80988;59.09999847
197703;-1.473;-1.843;16.52000046;32.79999924;3;15.23999977;0.200000003;46.83560181;189.8999939;397.1000061;651.2999878;0;81391;59.5
197704;-1.470;-1.845;13.88000011;90.69999695;5;15.40999985;0.200000003;47.28979874;188.8999939;402.1000061;656.4000244;0;81728;60
197705;-1.656;-1.920;12.59000015;-1.399999976;1;18.40999985;0.200000003;47.66070175;188.6000061;404.6000061;663.9000244;0;82088;60.29999924
197706;-1.636;-1.919;11.59000015;-2.900000095;5;17.71999931;0.200000003;48.01959991;190.1999969;404.3999939;668.9000244;0;82488;60.70000076
197707;-1.607;-1.812;11.63000011;11.30000019;3;17.19000053;0.189999998;48.08190155;191.6999969;409.7999878;678.9000244;0;82834;61
197708;-1.633;-1.799;10.90999985;17.5;2;17.04000092;0.189999998;48.13150024;194.1999969;409;682.5;0;83075;61.20000076
197709;-1.632;-1.752;10.69999981;8.800000191;1;16.45999908;0.200000003;48.3307991;196.1000061;410.8999939;687.5999756;0;83532;61.40000153
197710;-1.615;-1.811;10.65999985;11.5;4;15.52000046;0.200000003;48.40140152;197.1000061;418.7999878;695.5;0;83800;61.59999847
197711;-1.564;-1.597;9.180000305;12.10000038;2;15.23999977;0.209999993;48.49240112;200.8000031;426.5;699.7000122;0;84173;61.90000153
197712;-1.531;-1.525;8.039999962;8.199999809;3;14.39999962;0.219999999;48.56399918;204.1999969;425.6000061;706.2999878;0;84410;62.09999847
197801;-1.547;-1.440;6.510000229;45;3;15.48999977;0.219999999;47.86930084;191.1999969;424.2000122;714;0;84594;62.5
197802;-1.524;-1.428;5.010000229;-12.5;2;15.47999954;0.219999999;48.12829971;198.5;431.2000122;725.4000244;0;84948;62.90000153
197803;-1.418;-1.431;3.609999895;-15;2;14.27999973;0.219999999;49.05530167;204.6999969;437.7999878;735;0;85460;63.40000153
197804;-1.200;-1.228;1.289999962;58.09999847;6;16.47999954;0.209999993;50.02600098;213.5;438.7999878;744.0999756;0;86162;63.90000153
197805;-1.258;-1.315;-0.49000001;80;2;19.47999954;0.209999993;50.27170181;217;445.7000122;749.2999878;0;86509;64.5
197806;-1.280;-1.276;-2.380000114;68.5;4;20.19000053;0.219999999;50.59389877;218.1000061;449.8999939;757.7999878;0;86950;65.19999695
197807;-1.377;-1.291;-2.829999924;23.79999924;3;22.37999916;0.209999993;50.54990005;215.3000031;450.7000122;760.7999878;0;87204;65.69999695
197808;-1.345;-1.383;-4.659999847;20;4;22.84000015;0.219999999;50.7621994;221.8000031;454.2999878;770.7999878;0;87483;66
197809;-1.264;-1.245;-4.070000172;34.79999924;6;23.01000023;0.219999999;50.88560104;213.1000061;461.7999878;777.9000244;0;87621;66.5
197810;-1.234;-1.227;2;4.400000095;5;22.39999962;0.230000004;51.28210068;220.3000031;461.8999939;784.7000122;0;87956;67.09999847
197811;-1.223;-1.267;0.050000001;-0.400000006;5;22.93000031;0.209999993;51.67369843;222.3000031;469.5;788.7999878;0;88391;67.40000153
197812;-1.181;-1.181;-0.230000004;-2.700000048;8;23.53000069;0.219999999;51.94039917;224.1999969;476.7999878;795.5;0;88671;67.69999695
197901;-1.000;-0.990;-1.49000001;7.599999905;6;22.95999908;0.219999999;51.65069962;220.5;478.8999939;802.9000244;0;88808;68.30000305
197902;-1.053;-0.982;-2.460000038;2.5;3;23.70999908;0.219999999;51.90969849;224;484.2999878;809.5;0;89055;69.09999847
197903;-1.110;-0.904;-5.460000038;11.30000019;6;24.30999947;0.219999999;52.06669998;225.3000031;490.5;815.4000244;0;89479;69.80000305
197904;-1.090;-0.849;-7.579999924;25.60000038;5;23.30999947;0.219999999;51.45479965;222.6999969;489.1000061;826.7000122;0;89417;70.59999847
197905;-0.998;-0.804;-8.079999924;64.59999847;8;24.48999977;0.209999993;51.90610123;224.3999939;499.3999939;835;0;89789;71.5
197906;-0.778;-0.517;-9.109999657;50.59999847;9;25.28000069;0.189999998;51.90670013;219.3000031;511.7000122;844.7000122;0;90108;72.30000305
197907;-0.628;-0.395;-9.140000343;22.29999924;5;22.98999977;0.200000003;51.82580185;226;511.2999878;848.7999878;0;90217;73.09999847
197908;-0.544;-0.275;-9.829999924;0.899999976;5;22.15999985;0.209999993;51.49000168;231.3000031;524.2000122;860;0;90300;73.80000305
197909;-0.511;-0.170;-9.819999695;24.70000076;4;21.54999924;0.209999993;51.48469925;235.3999939;531.5;867;0;90327;74.59999847
197910;-0.797;-0.492;-9.359999657;4.599999905;11;23.71999931;0.209999993;51.84209824;228.3000031;533.7999878;879.5999756;0;90481;75.19999695
197911;-0.756;-0.401;-11.28999996;28;6;22.63999939;0.209999993;51.75910187;229;541.0999756;887.2000122;0;90573;75.90000153
197912;-0.701;-0.284;-13.97999954;27.39999962;13;19.93000031;0.219999999;51.79740143;229.8999939;543.2999878;893.0999756;0;90672;76.69999695
198001;-0.772;-0.510;-15.56999969;73.5;14;20.92000008;0.219999999;52.06769943;239.6000061;554.2000122;903.5;0;90800;77.80000305
198002;-0.759;-0.547;-16.61000061;119.0999985;8;21.62999916;0.230000004;52.08990097;232.8999939;560.2000122;908.2999878;1;90883;78.90000153
198003;-0.577;-0.668;-13.42000008;28.5;9;19.87999916;0.25;51.86869812;223.6000061;565.4000244;919.0999756;1;90994;80.09999847
198004;-0.624;-0.555;-12.19999981;39;9;20.54000092;0.25;50.84540176;212.3999939;565.2000122;917.7000122;1;90849;81
198005;-0.379;-0.214;-12.68000031;21.60000038;13;17.51000023;0.25;49.59469986;208.5;566.4000244;925.0999756;1;90420;81.80000305
198006;-0.310;-0.152;-14.28999996;13.89999962;18;17.21999931;0.239999995;48.96210098;214.8999939;566.0999756;937.7999878;1;90101;82.69999695
198007;-0.272;-0.288;-17;12.69999981;26;16.75;0.230000004;48.60900116;226.6999969;570.2999878;950.0999756;1;89840;82.69999695
198008;-0.341;-0.218;-19.62000084;51.70000076;24;18.51000023;0.230000004;48.76459885;224;579.4000244;960.4000244;0;90099;83.30000305
198009;-0.392;-0.111;-21.20000076;37.40000153;25;19.87999916;0.239999995;49.57640076;225.3999939;579.7999878;975.2000122;0;90213;84
198010;-0.376;-0.052;-22.54999924;74.5;34;19.52000046;0.25999999;50.2057991;236.3000031;588;992.7999878;0;90490;84.80000305
198011;-0.185;0.109;-21.81999969;53.29999924;23;17.90999985;0.25999999;51.04180145;236.6999969;588.7000122;1001.400024;0;90747;85.5
198012;0.202;0.443;-22.88999939;69.09999847;35;13.52999973;0.280000001;51.3905983;235.6999969;597;1019;0;90943;86.30000305
198101;0.296;0.502;-22.92000008;31.89999962;24;17.45000076;0.289999992;51.06560135;239.8999939;609.7999878;1020.400024;0;91033;87
198102;0.524;0.749;-22.62000084;50.5;32;17.93000031;0.289999992;50.85540009;247.3000031;614.2999878;1022.599976;0;91105;87.90000153
198103;0.637;0.837;-26.07999992;37.79999924;39;14.56999969;0.289999992;51.1106987;250.8999939;618.0999756;1034;0;91210;88.5
198104;0.583;0.694;-29.64999962;16.79999924;56;16.73999977;0.300000012;50.88639832;241.6999969;621.5;1041.199951;0;91283;89.09999847
198105;0.482;0.469;-34.56999969;16.29999924;46;18.46999931;0.330000013;51.17879868;239.8000031;620.5999756;1053.400024;0;91296;89.80000305
198106;0.664;0.542;-30;13.39999962;62;14.68999958;0.370000005;51.44960022;241.3999939;626.5;1066.599976;0;91490;90.59999847
198107;0.494;0.449;-28.87999916;15.60000038;42;19.03000069;0.389999986;51.77640152;245.1999969;626.5;1070.400024;0;91601;91.59999847
198108;0.738;0.563;-26.53000069;3.599999905;37;18.05999947;0.409999996;51.71289825;260.3999939;629.7999878;1076.5;1;91565;92.30000305
198109;0.929;0.613;-24.26000023;2.200000048;20;14.93999958;0.409999996;51.46049881;250.1999969;631.0999756;1084.300049;1;91477;93.19999695
198110;0.994;0.696;-26.17000008;2.400000095;37;18.60000038;0.400000006;51.0625;237.3000031;633.4000244;1093.199951;1;91380;93.40000153
198111;1.138;0.931;-22.89999962;5.900000095;27;15.47000027;0.379999995;50.47299957;237;633.7000122;1100;1;91171;93.69999695
198112;1.371;1.252;-22.80999947;4.699999809;28;12.73999977;0.360000014;49.93640137;236.3000031;640;1112.5;1;90895;94
198201;1.201;1.038;-22.85000038;6.199999809;15;14.89000034;0.370000005;48.91139984;241;637.2999878;1118.800049;1;90565;94.30000305
198202;1.318;0.913;-21.51000023;2;14;10.88000011;0.379999995;49.91019821;249.3000031;643.4000244;1128.5;1;90563;94.59999847
198203;1.452;0.982;-20.46999931;0.200000003;13;8.899999619;0.370000005;49.56909943;249;638.9000244;1136.199951;1;90434;94.5
198204;1.330;0.820;-21.84000015;21.60000038;18;10.89999962;0.389999986;49.11460114;244.8999939;637.5;1144;1;90150;94.90000153
198205;1.392;0.933;-20.40999985;2.099999905;19;10.46000004;0.379999995;48.7804985;256.7999878;638.5999756;1149.099976;1;90107;95.80000305
198206;1.299;0.994;-19.61000061;29.89999962;14;6.940000057;0.370000005;48.66059875;246;640;1162;1;89865;97
198207;1.132;0.843;-18.53000069;-0.899999976;14;8.949999809;0.370000005;48.48630142;247.8000031;652.5999756;1171.900024;1;89521;97.5
198208;0.918;0.487;-18.09000015;0.300000012;11;9.659999847;0.360000014;48.05690002;248.6000061;647;1184.5;1;89363;97.69999695
198209;0.786;0.253;-17.45999908;7.099999905;16;10.10999966;0.349999994;47.93030167;260;649.5999756;1195.099976;1;89183;97.90000153
198210;0.720;0.260;-21.47999954;22.20000076;22;9.289999962;0.340000004;47.47380066;254.1000061;656.5;1215.199951;1;88907;98.19999695
198211;0.773;0.156;-25.69000053;60.70000076;22;4.940000057;0.360000014;47.31999969;268.1000061;655;1226.199951;1;88786;98
198212;0.791;0.254;-25.62000084;31.5;44;2.440000057;0.360000014;46.98130035;270.7999878;658.7999878;1232;0;88771;97.59999847
198301;0.616;0.337;-30.19000053;32.59999847;24;5.849999905;0.349999994;47.85229874;268.2999878;655.0999756;1250.599976;0;88990;97.80000305
198302;0.480;0.360;-30.95999908;22.10000038;41;7.369999886;0.360000014;47.56669998;266.7999878;652.9000244;1257.300049;0;88917;97.90000153
198303;0.294;0.118;-30.67000008;32.79999924;60;11;0.379999995;47.9598999;271.6000061;663.0999756;1268.099976;0;89090;97.90000153
198304;0.389;0.107;-24;34;43;9.960000038;0.370000005;48.5564003;281.7000122;665.2999878;1279.400024;0;89364;98.59999847
198305;0.324;-0.110;-28.23999977;44;68;11.14999962;0.370000005;48.86470032;288.7999878;672.7000122;1284.300049;0;89644;99.19999695
198306;0.406;-0.072;-30.63999939;48.20000076;85;11;0.389999986;49.15579987;298.2000122;681.0999756;1296.699951;0;90021;99.5
198307;0.577;0.092;-28.38999939;28.29999924;95;7.769999981;0.389999986;49.88729858;303.3999939;686.2999878;1314.699951;0;90437;99.90000153
198308;0.591;0.155;-26.06999969;12.5;104;10.09000015;0.409999996;50.48429871;301.2000122;688.2000122;1331.099976;0;90129;100.1999969
198309;0.721;0.240;-25.54999924;12;84;8.989999771;0.419999987;51.2159996;302.6000061;690.7999878;1341.5;0;91247;100.6999969
198310;1.275;0.730;-20.67000008;7.5;86;2.140000105;0.430000007;51.61389923;313.7000122;693.7999878;1350.099976;0;91520;101
198311;1.552;1.031;-22.04000092;6.599999905;84;3.299999952;0.430000007;51.84199905;315.8999939;696.5;1353.900024;0;91875;101.1999969
198312;1.751;1.160;-21.76000023;2.5;109;2.930000067;0.430000007;52.09479904;328.2999878;699.2000122;1366.099976;0;92230;101.3000031
198401;2.168;1.779;-19.82999992;12.60000038;67;-1.450000048;0.419999987;53.13479996;336.7999878;710.5;1372;0;92673;101.9000015
198402;2.307;2.022;-21.17000008;10.80000019;61;-3.279999971;0.400000006;53.37630081;328.7000122;701.5;1373.300049;0;93157;102.4000015
198403;2.250;1.979;-19.96999931;11.5;56;-1.080000043;0.379999995;53.63140106;328.7999878;707.4000244;1395.5;0;93429;102.5999985
198404;1.956;1.649;-20.85000038;13.10000038;39;1.679999948;0.360000014;53.94910049;336;716.5999756;1404.900024;0;93792;103.0999985
198405;2.235;1.992;-20.37000084;8.899999619;50;-0.230000004;0.360000014;54.23960114;341.7000122;719.7000122;1413.099976;0;94098;103.4000015
198406;2.234;1.902;-20.27000046;7.199999809;49;1.340000033;0.319999993;54.42879868;346.1000061;730.9000244;1418.599976;0;94479;103.6999969
198407;2.128;1.897;-18.55999947;14.80000019;39;0.25;0.289999992;54.58649826;341.5;720.2000122;1432.900024;0;94789;104.0999985
198408;1.786;1.688;-19.12999916;8.199999809;51;3.160000086;0.270000011;54.65299988;339.7000122;721.9000244;1450.599976;0;95032;104.5
198409;1.737;1.756;-17.90999985;10.39999962;28;1;0.239999995;54.49489975;345;731.7000122;1457.199951;0;95344;105
198410;1.386;1.360;-16.59000015;16.39999962;40;2.960000038;0.209999993;54.47719955;343;728.7000122;1459.5;0;95629;105.3000031
198411;1.391;1.391;-14.34000015;14;40;0.600000024;0.189999998;54.65940094;358.3999939;736.7000122;1476.300049;0;95982;105.3000031
198412;1.181;1.176;-15.94999981;12.30000019;32;1.149999976;0.170000002;54.68920135;360.1000061;732.9000244;1489.699951;0;96107;105.3000031
198501;1.065;0.927;-18.30999947;13.5;30;1.080000043;0.170000002;54.65050125;365.5;737;1516.199951;0;96372;105.5
198502;0.939;0.760;-18.46999931;19.60000038;26;3.420000076;0.170000002;54.81689835;364.8999939;745.7000122;1530.199951;0;96503;106
198503;0.864;0.795;-17.40999985;29.29999924;39;3.069999933;0.159999996;54.89780045;373.6000061;744.4000244;1530.400024;0;96842;106.4000015
198504;0.860;0.867;-15.02999973;7;40;3.24000001;0.159999996;54.78329849;365.7000122;754;1539.800049;0;97038;106.9000015
198505;0.775;0.752;-14.18000031;23.20000076;40;3.309999943;0.159999996;54.87039948;384.2999878;753.9000244;1558.199951;0;97312;107.3000031
198506;0.651;0.687;-13.59000015;14.60000038;40;3.900000095;0.159999996;54.84009933;369.7000122;750.4000244;1569.300049;0;97459;107.5999985
198507;0.585;0.625;-14.97999954;14.39999962;45;3.559999943;0.159999996;54.55820084;376.2999878;755.2000122;1584.099976;0;97648;107.8000031
198508;0.671;0.614;-14.10999966;4.900000095;46;1.730000019;0.170000002;54.73809814;390.2999878;761.2000122;1600.599976;0;97840;108
198509;0.667;0.454;-12.63000011;14.89999962;44;1.360000014;0.170000002;54.9416008;422.7000122;765;1606.900024;0;98045;108.3000031
198510;0.586;0.555;-11.65999985;3.599999905;65;3.359999895;0.170000002;54.75379944;379.2000122;766;1610.599976;0;98233;108.6999969
198511;0.527;0.527;-12.68000031;7.800000191;49;3.880000114;0.170000002;54.93899918;380.7999878;775.2000122;1615.099976;0;98443;109
198512;0.646;0.649;-13.07999992;5.599999905;43;3.49000001;0.180000007;55.49449921;391.2000122;778.9000244;1641.199951;0;98609;109.3000031
198601;0.786;0.863;-15.18000031;4.699999809;37;1.809999943;0.170000002;55.78020096;401.3999939;784.4000244;1641.300049;0;98732;109.5999985
198602;0.667;0.741;-15.34000015;11.89999962;52;5.579999924;0.170000002;55.3993988;389.3999939;776.7000122;1654.199951;0;98847;109.3000031
198603;0.644;0.603;-14.31000042;24.79999924;71;7.099999905;0.170000002;55.00009918;384.1000061;776.7000122;1662.800049;0;98934;108.8000031
198604;0.573;0.500;-15.31999969;16.29999924;48;7.019999981;0.159999996;55.06409836;404;761.4000244;1669.800049;0;99121;108.5999985
198605;0.603;0.517;-15.48999977;14.10000038;88;7.989999771;0.170000002;55.17050171;414.2000122;768.5999756;1674.699951;0;99248;108.9000015
198606;0.589;0.620;-14.06999969;10.89999962;122;10.42000008;0.159999996;54.95880127;403.7000122;772.2999878;1685.699951;0;99155;109.5
198607;0.830;0.773;-11.80000019;8.800000191;95;7.199999809;0.159999996;55.29439926;415.8999939;771.5999756;1693.699951;0;99473;109.5
198608;0.926;0.826;-10.75;8.199999809;92;5.619999886;0.159999996;55.20289993;434.3999939;768.5;1695.699951;0;99588;109.6999969
198609;1.008;0.741;-10.63000011;16.79999924;67;3.619999886;0.159999996;55.35110092;486.7999878;773.0999756;1711.900024;0;99934;110.1999969
198610;1.043;0.970;-10.81999969;3.900000095;86;1.960000038;0.159999996;55.58570099;434.8999939;778.2999878;1719.699951;0;100121;110.3000031
198611;1.186;1.194;-10.27000046;6.699999809;90;0.170000002;0.159999996;55.8030014;420;775.2000122;1733.199951;0;100308;110.4000015
198612;1.225;1.159;-11.07999992;3.299999952;105;0.920000017;0.159999996;56.34410095;468.5;783.5;1745.099976;0;100509;110.5
198701;1.188;1.295;-13.18999958;15.30000019;38;2.75;0.159999996;56.12590027;399.7000122;782.9000244;1752.900024;0;100678;111.1999969
198702;1.047;1.065;-16.62999916;10.80000019;58;5.980000019;0.159999996;56.87789917;427;805.7999878;1769;0;100919;111.5999985
198703;0.988;1.083;-16.09000015;14.60000038;73;7.119999886;0.170000002;56.95159912;428.7999878;803.5;1781;0;101164;112.0999985
198704;1.018;1.023;-13.27000046;9.399999619;57;7.679999828;0.170000002;57.31769943;437.6000061;809;1792.199951;0;101499;112.6999969
198705;0.914;0.968;-13.31999969;7.5;51;8.890000343;0.170000002;57.67739868;434;812.4000244;1802;0;101728;113.0999985
198706;0.830;0.775;-11.27999973;9.699999809;80;8.590000153;0.170000002;57.98749924;445.7000122;815.4000244;1811.599976;0;101900;113.5
198707;0.689;0.623;-9.869999886;13.89999962;84;9.960000038;0.180000007;58.37900162;452.3999939;817.2999878;1825;0;102247;113.8000031
198708;0.555;0.417;-10.64999962;9.199999809;63;11.38000011;0.170000002;58.81710052;468.8999939;822.5;1839.400024;0;102420;114.4000015
198709;0.589;0.545;-11.51000023;8.5;60;10.48999977;0.170000002;59.03910065;460.2999878;822.2000122;1844;0;102647;115
198710;0.471;0.343;-5.190000057;4.900000095;38;11.85999966;0.170000002;59.83399963;443.1000061;824.2000122;1867.300049;0;103138;115.3000031
198711;0.510;0.466;-5.880000114;11.60000038;21;8.470000267;0.159999996;60.13669968;447.3999939;826.2000122;1870.599976;0;103372;115.4000015
198712;0.204;0.029;-7.659999847;4.199999809;7;12.69999981;0.150000006;60.47389984;459.3999939;830;1884.699951;0;103661;115.4000015
198801;0.209;0.144;-4.329999924;5.639999866;12;13.39999962;0.150000006;60.45940018;470.2999878;832.2000122;1911.300049;0;103753;115.6999969
198802;0.253;0.153;-4.78000021;17.05999947;14;13.30000019;0.150000006;60.7643013;468.7000122;832.7000122;1920.099976;0;104214;116
198803;0.126;-0.015;-7.579999924;4.699999809;19;13.81999969;0.140000001;60.89479828;472.3999939;850.2999878;1937.900024;0;104489;116.5
198804;-0.033;-0.061;-7.579999924;12.28999996;19;14.27999973;0.129999995;61.24750137;467.7999878;849.2000122;1946.099976;0;104732;117.0999985
198805;-0.049;-0.012;-6.230000019;8.619999886;24;13.48999977;0.119999997;61.13529968;474.7000122;854.4000244;1964.599976;0;104962;117.5
198806;-0.141;-0.179;-7.940000057;15.77000046;26;12.75;0.119999997;61.29949951;477.2999878;857.0999756;1984.199951;0;105326;118
198807;-0.240;-0.213;-6.320000172;6.960000038;24;12.72999954;0.119999997;61.31100082;472.3999939;864.7000122;2005.699951;0;105550;118.5
198808;-0.272;-0.160;-5.869999886;6.760000229;20;12.64999962;0.109999999;61.62340164;470.1000061;871.5999756;2026.199951;0;105674;119
198809;-0.347;0.012;-4.78000021;7.610000134;11;13.18999958;0.109999999;61.42549896;468.7000122;876;2030.300049;0;106013;119.8000031
198810;-0.511;-0.294;-2.180000067;14.86999989;25;12.81999969;0.109999999;61.69400024;477.8999939;883.9000244;2051.899902;0;106276;120.1999969
198811;-0.502;-0.383;-2.039999962;6.880000114;13;13.02000046;0.109999999;61.84939957;481.7999878;888;2060.399902;0;106617;120.3000031
198812;-0.444;-0.170;-4.159999847;6.670000076;20;13.69999981;0.109999999;62.11709976;498.8999939;887.0999756;2073.800049;0;106898;120.5
198901;-0.481;-0.458;-4.880000114;5.630000114;8;12.17000008;0.109999999;62.31029892;496.2000122;902.5999756;2085;0;107161;121.0999985
198902;-0.503;-0.341;-6.190000057;17.06999969;13;12.96000004;0.109999999;62.03530121;481.2999878;900.5;2106.300049;0;107427;121.5999985
198903;-0.494;-0.292;-5.809999943;29.61000061;11;13.68000031;0.100000001;62.19499969;481.8999939;904.5;2112.300049;0;107621;122.3000031
198904;-0.476;-0.249;-11.26000023;15.52000046;12;13.14999962;0.100000001;62.1753006;500.3999939;920.5999756;2122;0;107791;123.0999985
198905;-0.528;-0.274;-11.94999981;16.34000015;24;13.43000031;0.090000004;61.83209991;487.6000061;930.2000122;2134;0;107913;123.8000031
198906;-0.403;-0.090;-11.76000023;6.190000057;17;11.63000011;0.090000004;61.82460022;492;932.5;2142.100098;0;108027;124.0999985
198907;-0.506;-0.146;-9.720000267;3.089999914;18;12.17000008;0.090000004;61.22850037;497.3999939;932.5999756;2155.699951;0;108069;124.4000015
198908;-0.549;-0.168;-11;31.87000084;15;12.63000011;0.090000004;61.83340073;518.7000122;935;2166.899902;0;108120;124.5999985
198909;-0.536;-0.201;-12.57999992;14.30000019;13;11.75;0.090000004;61.62210083;500.7999878;941.2000122;2179.800049;0;108369;125
198910;-0.557;-0.293;-10.52999973;13.68999958;17;11.10999966;0.090000004;61.55369949;493.8999939;943;2196.699951;0;108476;125.5999985
198911;-0.513;-0.221;-9.119999886;8.479999542;31;10.34000015;0.090000004;61.75749969;490.1000061;948.5999756;2204.600098;0;108752;125.9000015
198912;-0.357;-0.088;-7.559999943;2.609999895;25;8.380000114;0.100000001;62.11109924;491.6000061;962.4000244;2230.100098;0;108836;126.0999985
199001;-0.327;-0.042;-6.800000191;18.11000061;12;8.300000191;0.100000001;61.77809906;536.4000244;965.2999878;2229;0;109199;127.4000015
199002;-0.301;0.041;-7.96999979;17.88999939;13;8.510000229;0.100000001;62.34260178;505.8999939;975.7000122;2246.600098;0;109435;128
199003;-0.265;0.038;-9.079999924;20.30999947;19;8.600000381;0.109999999;62.64459991;503.7999878;981.5;2269.600098;0;109644;128.6999969
199004;-0.058;0.136;-8.840000153;8.520000458;22;7.820000172;0.119999997;62.51039886;505.7000122;976.5;2287.800049;0;109686;128.8999939
199005;-0.136;0.067;-10.14000034;26.21999931;19;10.34000015;0.119999997;62.68980026;495.2999878;977.4000244;2303.100098;0;109839;129.1999969
199006;-0.133;0.047;-10.65999985;21.01000023;22;9.779999733;0.119999997;62.89229965;494.2999878;988.5999756;2321.600098;0;109856;129.8999939
199007;-0.208;-0.097;-7.090000153;6.989999771;24;10.09000015;0.109999999;62.79330063;496.2999878;991.0999756;2334.300049;0;109824;130.3999939
199008;-0.090;-0.123;-4.659999847;4.349999905;15;9.340000153;0.109999999;63.02410126;489.2999878;1004.200012;2354.800049;1;109616;131.6000061
199009;-0.085;-0.413;-2.119999886;25.42000008;7;10.06999969;0.100000001;63.03279877;495.1000061;1014.099976;2361;1;109518;132.6999969
199010;-0.086;-0.333;-0.109999999;0.419999987;4;8.399999619;0.100000001;62.64659882;486.1000061;1016.299988;2368.100098;1;109367;133.5
199011;-0.187;-0.363;-1.169999957;3.390000105;5;8.760000229;0.090000004;61.86809921;482.7000122;1023.5;2365.699951;1;109214;133.8000031
199012;-0.214;-0.227;-1.49000001;9.930000305;10;7.489999771;0.079999998;61.43450165;474;1016.5;2370.800049;1;109166;133.8000031
199101;-0.256;-0.417;-4.869999886;45.34999847;4;7.880000114;0.07;61.22409821;452.7000122;1013;2375.300049;1;109055;134.6000061
199102;-0.173;-0.323;-5.590000153;29.79000092;7;6.610000134;0.07;60.77899933;467;1010.900024;2388.800049;1;108734;134.8000031
199103;-0.227;-0.387;-7.800000191;23.05999947;18;8.199999809;0.059999999;60.43769836;495.3999939;1018.599976;2399;1;108574;135
199104;-0.207;-0.137;-6.239999771;11.39000034;28;7.639999866;0.07;60.59820175;474.3999939;1017.200012;2415.399902;0;108364;135.1999969
