yearmo;SENT;SENT_ORTH;pdnd;ripo;nipo;cefd;s;indpro;consdur;consnon;consserv;recess;employ;cpi
199105;-0.104;0.277;-6.019999981;15.71000004;28;6.920000076;0.079999998;61.20410156;473.5;1026.699951;2432.899902;0;108249;135.6000061
199106;-0.021;0.380;-5.329999924;8.529999733;47;6.900000095;0.090000004;61.69229889;477.7999878;1021.299988;2441.399902;0;108334;136
199107;-0.160;0.231;-6.28000021;9.270000458;38;8.260000229;0.090000004;61.85689926;485.3999939;1025.199951;2455.5;0;108292;136.1999969
199108;-0.262;0.226;-7.769999981;15.23999977;35;8.829999924;0.100000001;61.86809921;479.7999878;1026.400024;2463;0;108310;136.6000061
199109;-0.220;0.135;-9.989999771;14.97000027;23;7.079999924;0.109999999;62.38550186;487.8999939;1021.599976;2475.199951;0;108336;137.1999969
199110;-0.202;0.116;-11.38000011;12.90999985;46;6.760000229;0.129999995;62.32289886;474.1000061;1018.400024;2483.5;0;108357;137.3999939
199111;-0.015;0.200;-11.52000046;14.77999973;51;4.849999905;0.140000001;62.24269867;477.2999878;1022.599976;2503.600098;0;108296;137.8000031
199112;0.085;0.247;-13.48999977;14.38000011;42;4.550000191;0.150000006;61.97050095;480.8999939;1021;2518.600098;0;108328;137.8999939
199201;0.209;0.480;-17.39999962;21.26000023;42;5.28000021;0.159999996;61.64709854;495.6000061;1040;2549.100098;0;108369;138.1000061
199202;0.366;0.479;-18.35000038;22.37000084;46;3.640000105;0.170000002;62.07939911;501.2999878;1038.599976;2559.699951;0;108311;138.6000061
199203;0.541;0.559;-16.12999916;15.36999989;67;2.710000038;0.180000007;62.59550095;491.7000122;1034.400024;2590.899902;0;108365;139.3000031
199204;0.466;0.555;-5.170000076;4.510000229;45;4.019999981;0.180000007;63.07260132;490;1043.300049;2598.199951;0;108519;139.5
199205;0.455;0.545;-4.5;4.550000191;48;3.880000114;0.170000002;63.27610016;501.8999939;1048.400024;2608;0;108649;139.6999969
199206;0.464;0.540;-3.440000057;3.75;44;2.200000048;0.180000007;63.31019974;511;1049.900024;2616.100098;0;108715;140.1999969
199207;0.449;0.515;-3.5;6.099999905;34;3.019999981;0.180000007;63.87689972;507.2000122;1056.199951;2641.300049;0;108793;140.5
199208;0.538;0.586;-2.859999895;6.5;36;2.289999962;0.170000002;63.52209854;511.8999939;1061.300049;2647.699951;0;108925;140.8999939
199209;0.603;0.660;-4.71999979;12.53999996;22;2.059999943;0.170000002;63.72169876;517.0999756;1065.599976;2672.5;0;108959;141.3000031
199210;0.566;0.600;-7.840000153;11.93999958;51;3.779999971;0.159999996;64.1556015;522.7000122;1073.900024;2688.100098;0;109139;141.8000031
199211;0.616;0.681;-10.61999989;18.47999954;27;2.099999905;0.150000006;64.41439819;514.0999756;1071.5;2714.899902;0;109272;142
199212;0.720;0.717;-12.18999958;19.57999992;47;1.200000048;0.150000006;64.51609802;532.4000244;1079;2725;0;109495;141.8999939
199301;0.766;0.713;-13.93999958;11.85000038;22;2.089999914;0.140000001;64.77380371;538.0999756;1078.5;2724.100098;0;109794;142.6000061
199302;0.834;0.880;-10.5;18.67000008;36;1.190000057;0.140000001;65.08049774;524.2000122;1081.400024;2749.699951;0;110044;143.1000061
199303;0.735;1.013;-12.28999996;16.89999962;62;1.779999971;0.140000001;65.01760101;521.2000122;1077.5;2753.800049;0;109994;143.6000061
199304;0.382;0.548;-7.130000114;13.75;31;2.049999952;0.129999995;65.20410156;543;1082.400024;2768;0;110296;144
199305;0.258;0.373;-9.430000305;18.40999985;48;3.940000057;0.129999995;64.94329834;552;1091.699951;2778.699951;0;110568;144.1999969
199306;0.224;0.295;-10.64000034;20.21999931;57;4.199999809;0.129999995;65.0983963;548.5999756;1084.900024;2806.5;0;110749;144.3999939
199307;0.261;0.410;-11.39999962;12.30000019;58;3.970000029;0.129999995;65.25540161;558.5999756;1091.900024;2818.5;0;111055;144.3999939
199308;0.196;0.280;-13.22999954;11.96000004;54;5.21999979;0.129999995;65.19460297;551.5;1090.400024;2839.199951;0;111206;144.8000031
199309;0.255;0.358;-16.37999916;18.09000015;47;5.809999943;0.140000001;65.52819824;559.7999878;1095.300049;2856.399902;0;111448;145.1000061
199310;0.416;0.475;-14.86999989;18.97999954;58;4.260000229;0.140000001;66.01519775;568.9000244;1100.199951;2863.699951;0;111733;145.6999969
199311;0.565;0.688;-13.28999996;11.52999973;78;4.03000021;0.140000001;66.32920074;574.2000122;1107.199951;2872.699951;0;111984;145.8000031
199312;0.600;0.698;-15.19999981;11.23999977;76;5.260000229;0.140000001;66.70379639;578.2999878;1108.5;2884.300049;0;112314;145.8000031
199401;0.635;0.726;-15.38000011;12.69999981;26;5.409999847;0.150000006;66.91639709;579.5999756;1109.900024;2895.600098;0;112595;146.1999969
199402;0.555;0.681;-16.45999908;16.89999962;62;5.550000191;0.150000006;66.96420288;593.2999878;1117.800049;2921.5;0;112781;146.6999969
199403;0.498;0.528;-15.27999973;12.80000019;61;7.980000019;0.150000006;67.63349915;593.5999756;1122.800049;2929.600098;0;113242;147.1999969
199404;0.429;0.380;-9.06000042;17.20000076;48;7.25;0.150000006;68.03340149;607;1126.099976;2938;0;113586;147.3999939
199405;0.558;0.530;-7.409999847;7.199999809;71;7.150000095;0.150000006;68.35310364;588.9000244;1124;2956.699951;0;113921;147.5
199406;0.665;0.704;-6;7.900000095;53;6.260000229;0.150000006;68.80020142;600.2999878;1134.199951;2974.399902;0;114238;148
199407;0.587;0.590;-5.369999886;11;41;8.010000229;0.140000001;68.88629913;602.0999756;1139.300049;2979.300049;0;114610;148.3999939
199408;0.615;0.650;-7.699999809;11.69999981;43;8.340000153;0.140000001;69.34120178;612;1155;2995.699951;0;114896;149
199409;0.622;0.668;-8.720000267;22.10000038;37;10.03999996;0.140000001;69.55740356;613.7999878;1154.5;3006.699951;0;115247;149.3999939
199410;0.487;0.470;-9.020000458;17.60000038;46;12.01000023;0.129999995;70.1190033;629.5999756;1161.099976;3022.199951;0;115458;149.5
199411;0.486;0.405;-9.170000076;19.39999962;44;9.739999771;0.129999995;70.59420013;635.0999756;1159.099976;3031.399902;0;115869;149.6999969
199412;0.356;0.341;-9.210000038;8.199999809;36;12.14000034;0.119999997;71.28140259;630.7000122;1168.800049;3042.100098;0;116165;149.6999969
199501;0.413;0.455;-7.460000038;13.19999981;18;10.77999973;0.119999997;71.43029785;623.5999756;1173;3054.699951;0;116501;150.3000031
199502;0.432;0.418;-8.170000076;19.79999924;37;10.31999969;0.119999997;71.33429718;613;1161;3076.699951;0;116697;150.8999939
199503;0.285;0.255;-9.020000458;23.20000076;29;11.64999962;0.109999999;71.44509888;627.2000122;1166.599976;3091.600098;0;116907;151.3999939
199504;0.079;0.151;-3.690000057;18.79999924;31;11.96000004;0.100000001;71.3289032;613.2000122;1168.400024;3108.699951;0;117069;151.8999939
199505;-0.054;0.065;-3.319999933;24;35;12.56999969;0.109999999;71.66000366;624.7999878;1178.5;3129.800049;0;117049;152.1999969
199506;-0.098;-0.042;-7.550000191;18.5;55;12.07999992;0.100000001;71.896698;642.7999878;1184.099976;3150.600098;0;117286;152.5
199507;-0.163;-0.086;-10.68000031;21.79999924;50;13.52000046;0.109999999;71.5923996;631;1182.900024;3156.300049;0;117380;152.5
199508;-0.046;-0.058;-11.90999985;25.39999962;53;12.59000015;0.109999999;72.5338974;645.2999878;1178.599976;3181.399902;0;117634;152.8999939
199509;0.011;0.013;-11.05000019;18.10000038;35;11.96000004;0.109999999;72.8246994;651.2999878;1189.5;3179.600098;0;117875;153.1999969
199510;0.041;0.114;-9;12.5;62;11.97000027;0.119999997;72.71299744;638.0999756;1181.5;3194.300049;0;118031;153.6999969
199511;0.129;0.178;-8.68999958;26.5;84;11.51000023;0.119999997;72.88839722;650.5999756;1191.5;3213.399902;0;118175;153.6000061
199512;0.175;0.234;-8.449999809;18.70000076;77;11.59000015;0.119999997;73.14289856;668;1201.900024;3227.5;0;118320;153.5
199601;0.230;0.360;-7.400000095;20.46999931;29;9.590000153;0.119999997;72.74710083;645.7999878;1200.099976;3239.800049;0;118316;154.3999939
199602;0.234;0.350;-9.960000038;18.94000053;65;10.86999989;0.129999995;73.78710175;663.2000122;1209.300049;3260.300049;0;118739;154.8999939
199603;0.300;0.396;-9.760000229;17.68000031;73;11.44999981;0.129999995;73.67489624;670.4000244;1224.099976;3278.800049;0;118993;155.6999969
199604;0.208;0.316;-15.36999989;31.26000023;67;11.53999996;0.150000006;74.41529846;679.5;1237.5;3290.899902;0;119158;156.3000031
199605;0.269;0.319;-16.69000053;27.95000076;94;12.68000031;0.159999996;74.97180176;680.0999756;1238;3305.699951;0;119486;156.6000061
199606;0.483;0.554;-14.01000023;14.52999973;87;12.15999985;0.170000002;75.53170013;669.4000244;1243.099976;3317.300049;0;119769;156.6999969
199607;0.573;0.648;-9.529999733;10.55000019;66;13.02999973;0.170000002;75.53230286;672.9000244;1244.300049;3334.699951;0;120015;157
199608;0.704;0.832;-12.26000023;9.229999542;58;11.71000004;0.170000002;75.91290283;681.7000122;1246.199951;3347.100098;0;120199;157.3000031
199609;0.696;0.790;-14.06999969;20.13999939;59;11.85000038;0.170000002;76.40319824;683.5999756;1249;3364;0;120410;157.8000031
199610;0.682;0.815;-10.69999981;11.21000004;106;11.89999962;0.180000007;76.39309692;688.7999878;1263.199951;3376.399902;0;120665;158.3000031
199611;0.663;0.794;-10.27000046;11.48999977;81;12.82999992;0.189999998;77.06719971;692.2000122;1266.5;3392.5;0;120961;158.6000061
199612;0.736;0.813;-11.02000046;10.69999981;60;11.06000042;0.200000003;77.5542984;687.7999878;1275.199951;3415.600098;0;121143;158.6000061
199701;0.732;0.744;-11.51000023;11.89999962;34;10.90999985;0.209999993;77.69450378;703.2999878;1272.099976;3435.699951;0;121363;159.1000061
199702;0.795;0.796;-7.110000134;10.5;62;10.76000023;0.200000003;78.61199951;702;1283.099976;3448.899902;0;121675;159.6000061
199703;0.763;0.762;-6.340000153;9.699999809;39;10.18999958;0.200000003;79.10209656;711.5;1287.800049;3454.899902;0;121990;160
199704;0.940;0.923;0.779999971;8.399999619;31;9.140000343;0.189999998;79.16829681;697.5;1278.599976;3483.300049;0;122286;160.1999969
199705;0.807;0.819;-3.589999914;19.5;41;11.71000004;0.180000007;79.60839844;690.2000122;1273;3497;0;122546;160.1000061
199706;0.719;0.801;-2.920000076;14.80000019;63;10.90999985;0.170000002;79.98020172;702.0999756;1281.599976;3510.600098;0;122814;160.3000031
199707;0.514;0.511;-5.53000021;16;54;11.80000019;0.159999996;80.64920044;715.7000122;1291.099976;3542;0;123111;160.5
199708;0.630;0.592;-10.11999989;14.69999981;46;9.930000305;0.159999996;81.45480347;732.5999756;1297.699951;3556.699951;0;123093;160.8000031
199709;0.763;0.777;-12.30000019;23.10000038;52;7.940000057;0.159999996;82.21199799;720;1303.199951;3578.5;0;123585;161.1999969
199710;0.563;0.480;-10.60000038;19.20000076;65;8.800000191;0.150000006;82.93090057;724.7000122;1303.900024;3609.100098;0;123929;161.6000061
199711;0.604;0.551;-6.539999962;7.400000095;80;6.849999905;0.150000006;83.59190369;740.7999878;1312.699951;3607.600098;0;124235;161.5
199712;0.643;0.655;-4.900000095;7.599999905;35;5.269999981;0.140000001;83.96959686;746.0999756;1306.800049;3639.199951;0;124549;161.3000031
199801;0.606;0.573;-4.860000134;10.60000038;17;5.619999886;0.129999995;84.34670258;733;1309.400024;3647.399902;0;124812;161.6000061
199802;0.411;0.409;-7.409999847;15.5;45;6.5;0.129999995;84.4865036;739.4000244;1306.5;3677.899902;0;125016;161.8999939
199803;0.343;0.326;-8.729999542;17.70000076;34;7.360000134;0.140000001;84.52120209;740.7000122;1304.099976;3705.5;0;125164;162.1999969
199804;0.030;0.034;-5.090000153;22.70000076;38;9.329999924;0.140000001;84.82749939;758.0999756;1313.599976;3716.399902;0;125442;162.5
199805;0.152;0.139;-1.50999999;11.60000038;46;8.630000114;0.140000001;85.35959625;778.2999878;1317.699951;3741.899902;0;125844;162.8000031
199806;0.106;0.055;-4.039999962;9.800000191;56;9.210000038;0.150000006;84.84660339;771.2999878;1328.400024;3771.899902;0;126076;163
199807;0.253;0.276;-2.839999914;17;44;7.460000038;0.150000006;84.50610352;769.4000244;1334.099976;3786.399902;0;126205;163.1999969
199808;0.320;0.319;4.960000038;13.60000038;19;8.130000114;0.140000001;86.24639893;784.9000244;1333.199951;3806.899902;0;126544;163.3999939
199809;0.267;0.274;0.639999986;82.19999695;3;9.409999847;0.140000001;86.17070007;800.9000244;1337.199951;3827.600098;0;126752;163.6000061
199810;0.162;0.209;2.49000001;14.10000038;3;9.369999886;0.129999995;86.76709747;819.4000244;1344.800049;3834.5;0;126954;164
199811;-0.026;0.015;1.090000033;55.79999924;17;8.960000038;0.119999997;86.69290161;817.9000244;1354;3843.5;0;127231;164
199812;-0.229;-0.230;-5.389999866;53.5;22;12.14000034;0.119999997;87.06330109;838.2000122;1366.599976;3865.699951;0;127596;163.8999939
199901;-0.214;-0.126;-12.43000031;99.5;12;11.64000034;0.119999997;87.42520142;808.4000244;1380;3885.5;0;127702;164.3000031
199902;-0.081;-0.008;-9.449999809;59;34;10.18000031;0.119999997;87.9260025;824.0999756;1384.800049;3890.300049;0;128120;164.5
199903;-0.105;0.001;-13.89000034;87.5;21;11.28999996;0.109999999;88.11009979;827.4000244;1390.099976;3915.600098;0;128227;165
199904;-0.201;-0.159;2.640000105;70.59999847;35;11.43000031;0.100000001;88.31060028;841.2999878;1414.300049;3943.899902;0;128597;166.1999969
199905;-0.233;-0.248;1.340000033;51.20000076;52;9.789999962;0.100000001;88.84870148;855.4000244;1420.800049;3956;0;128808;166.1999969
199906;-0.102;-0.098;0.699999988;34.29999924;60;8.25;0.100000001;88.79779816;867.7000122;1419.699951;3972.800049;0;129089;166.1999969
199907;-0.171;-0.183;0.25999999;60.70000076;62;9.590000153;0.100000001;89.31189728;865.2000122;1421.800049;4000.5;0;129414;166.6999969
199908;-0.358;-0.284;-0.219999999;39.90000153;39;9.510000229;0.100000001;89.71089935;871.9000244;1439.300049;4020.699951;0;129569;167.1000061
199909;-0.150;-0.137;-4.550000191;79.90000153;40;8.399999619;0.109999999;89.33309937;876.4000244;1459.099976;4051;0;129772;167.8999939
199910;-0.245;-0.285;-5.489999771;73.5;56;10.43000031;0.109999999;90.49240112;868;1462.199951;4081.199951;0;130177;168.1999969
199911;-0.092;-0.136;-14.21000004;105;54;10.90999985;0.129999995;90.96499634;871.2000122;1467.800049;4109.700195;0;130466;168.3000031
199912;0.178;0.082;-27.97999954;114.5999985;40;11.21000004;0.140000001;91.68039703;889.7999878;1518;4133.200195;0;130772;168.3000031
200001;0.536;0.427;-30.64999962;86.5;15;9.449999809;0.150000006;91.62609863;908.5999756;1463.699951;4170.600098;0;131005;168.8000031
200002;0.481;0.309;-50.22999954;116.1999969;55;12.06999969;0.159999996;91.96260071;930.7000122;1485.400024;4209.100098;0;131124;169.8000031
200003;0.849;0.730;-47.84999847;85;53;10.21000004;0.170000002;92.3117981;923.2999878;1527.5;4235.700195;0;131596;171.1999969
200004;0.378;0.278;-36.38000107;35.59999847;35;13.64000034;0.180000007;92.8871994;900.5999756;1528.199951;4250.200195;0;131888;171.3000031
200005;0.673;0.614;-28.01000023;23.79999924;22;10.11999989;0.180000007;93.16200256;907;1532;4270.700195;0;132105;171.5
200006;0.881;0.804;-41.61000061;46.29999924;36;7.340000153;0.180000007;93.21679688;898.2000122;1545.099976;4303.600098;0;132061;172.3999939
200007;1.160;1.143;-37.91999817;68.09999847;43;3.940000057;0.170000002;93.04000092;897.2999878;1547.800049;4323.399902;0;132236;172.8000031
200008;1.150;1.117;-43.58000183;29.39999962;66;5.659999847;0.180000007;92.79000092;906.4000244;1548.800049;4347.600098;0;132230;172.8000031
200009;1.245;1.199;-40.18999863;41.40000153;25;6.789999962;0.170000002;93.15470123;931.2999878;1575.800049;4381.5;0;132353;173.6999969
200010;1.297;1.381;-35.84999847;17.79999924;23;6.489999771;0.170000002;92.83609772;920.5999756;1572.599976;4400.600098;0;132351;174
200011;1.775;1.923;-19.29000092;15.69999981;18;2.49000001;0.150000006;92.83950043;913.4000244;1572.5;4424;0;132556;174.1000061
200012;2.043;2.243;-15.82999992;29.29999924;6;6.170000076;0.140000001;92.53340149;913.5;1587.699951;4451;0;132709;174
200101;2.269;2.400;-22.01000023;18.60000038;3;2.140000105;0.129999995;92.03040314;916.5;1582.099976;4488.899902;0;132698;175.1000061
200102;2.933;3.140;-6.789999962;6.5;8;0.550000012;0.109999999;91.40789795;938.9000244;1574.900024;4488;0;132789;175.8000031
200103;2.715;2.919;-0.649999976;5;9;2.880000114;0.100000001;91.17510223;925.0999756;1560.300049;4511.299805;0;132747;176.1999969
200104;2.354;2.542;-3.890000105;11.30000019;2;1.75;0.090000004;90.87670135;908.2999878;1582.099976;4513.799805;1;132463;176.8999939
200105;2.191;2.086;-4.130000114;25.39999962;9;-0.200000003;0.079999998;90.375;916;1603;4533.799805;1;132410;177.6999969
200106;2.580;2.508;-7.340000153;10.10000038;14;0.400000006;0.090000004;89.86260223;934.0999756;1586.800049;4548.799805;1;132299;178
200107;2.457;2.347;-2.170000076;14.39999962;8;0.589999974;0.090000004;89.32879639;925;1592;4565.299805;1;132177;177.5
200108;2.501;2.362;2.880000114;8.100000381;4;-0.49000001;0.079999998;89.2201004;942.5;1590.199951;4589;1;132028;177.5
200109;2.346;2.350;11.10000038;;0;-0.870000005;0.079999998;88.74780273;904.0999756;1591.900024;4511;1;131771;178.3000031
200110;2.114;1.841;4.590000153;14.80000019;7;-0.25;0.079999998;88.47550201;1035.099976;1592;4585.799805;1;131454;177.6999969
200111;1.396;1.144;-1.450000048;15.30000019;10;1.970000029;0.079999998;87.96309662;997;1580.599976;4604.799805;1;131142;177.3999939
200112;1.107;1.001;-3.109999895;17.29999924;10;3.579999924;0.090000004;87.93289948;955.5999756;1573.099976;4638.100098;0;130982;176.6999969
200201;1.356;1.604;-0.449999988;7.800000191;3;1.00999999;0.090000004;88.54519653;970.7000122;1578.599976;4635.299805;0;130852;177.1000061
200202;0.670;0.836;5.789999962;19.79999924;5;1.179999948;0.090000004;88.53620148;983.2000122;1584.5;4657.5;0;130736;177.8000031
200203;0.352;0.506;1.309999943;7.199999809;7;0.170000002;0.100000001;89.20970154;974.9000244;1593.800049;4674.700195;0;130717;178.8000031
200204;0.453;0.499;12.18999958;8.800000191;7;-0.090000004;0.100000001;89.63890076;1001.5;1607.300049;4703.600098;0;130623;179.8000031
200205;0.405;0.439;14.07999992;8.899999619;15;1.629999995;0.100000001;90.02709961;962.7000122;1602.599976;4723.700195;0;130634;179.8000031
200206;0.439;0.378;13.84000015;6.199999809;11;1.059999943;0.100000001;90.76450348;968;1618.699951;4735.799805;0;130684;179.8999939
200207;-0.014;-0.125;17.01000023;2.900000095;6;3.400000095;0.100000001;90.74369812;1001.599976;1617.5;4768.200195;0;130590;180.1000061
200208;-0.128;-0.207;16.79999924;;0;0.790000021;0.090000004;90.62680054;1019.700012;1616.300049;4776.600098;0;130587;180.6999969
200209;-0.610;-0.756;17.12999916;;0;3.880000114;0.090000004;90.72409821;983.9000244;1616.400024;4791.299805;0;130501;181
200210;-0.464;-0.637;13.96000004;1.899999976;8;4.260000229;0.090000004;90.48789978;969.9000244;1634.800049;4830.399902;0;130628;181.3000031
200211;-0.285;-0.447;8.680000305;6.699999809;8;3.779999971;0.090000004;90.9822998;978.5;1645;4840.299805;0;130615;181.3000031
200212;-0.374;-0.483;12.01000023;14.60000038;3;6.090000153;0.079999998;90.49189758;1009.900024;1645.800049;4864.299805;0;130472;180.8999939
200301;-0.376;-0.463;10.48999977;;0;4.210000038;0.079999998;91.23950195;982.5999756;1667.099976;4891.600098;0;130580;181.6999969
200302;-0.545;-0.511;9.640000343;-2;4;4.550000191;0.07;91.33840179;956.4000244;1687;4905.299805;0;130444;183.1000061
200303;-0.400;-0.386;9.479999542;-0.600000024;1;4.090000153;0.07;91.06900024;984.5999756;1694.300049;4932.600098;0;130232;184.1999969
200304;-0.707;-0.758;6.570000172;;0;3.910000086;0.07;90.49130249;1003.900024;1676.199951;4954.399902;0;130177;183.8000031
200305;-0.738;-0.714;1.429999948;15.69999981;2;1.889999986;0.059999999;90.46970367;1005.700012;1653;4991.700195;0;130196;183.5
200306;-0.668;-0.569;0.319999993;25.60000038;1;-0.039999999;0.059999999;90.58989716;1013.900024;1681;5004.600098;0;130194;183.6999969
200307;-0.865;-0.829;-2.720000029;22.5;8;2.039999962;0.059999999;91.06140137;1024.900024;1696.800049;5035.299805;0;130191;183.8999939
200308;-0.951;-0.961;-4.599999905;17.60000038;4;4.440000057;0.07;90.84519958;1059.300049;1733.099976;5059.700195;0;130149;184.6000061
200309;-0.807;-0.768;-3.589999914;11.80000019;7;1.190000057;0.07;91.44529724;1041.099976;1743.599976;5069;0;130254;185.1999969
200310;-0.734;-0.458;0.720000029;14.10000038;10;0.910000026;0.07;91.55950165;1036.199951;1730;5101.200195;0;130454;185
200311;-0.654;-0.485;-0.519999981;9;16;2.059999943;0.07;92.17630005;1053.5;1746.099976;5123;0;130474;184.5
200312;-0.829;-0.791;-0.050000001;9.300000191;23;4;0.07;92.25319672;1051.5;1749.5;5149.399902;0;130588;184.3000031
200401;-0.661;-0.530;-1.49000001;28;4;1.440000057;0.079999998;92.40670013;1048.099976;1775.300049;5183.700195;0;130769;185.1999969
200402;-0.531;-0.397;-0.430000007;14.89999962;17;-1.360000014;0.079999998;92.96869659;1065.199951;1764.800049;5210.399902;0;130825;186.1999969
200403;-0.601;-0.508;-1.320000052;5.400000095;13;0.689999998;0.090000004;92.59999847;1079.400024;1796.900024;5222.5;0;131142;187.3999939
200404;-0.474;-0.344;-6.170000076;25;11;-0.25;0.090000004;92.97609711;1062.800049;1788.099976;5256.299805;0;131411;188
200405;-0.476;-0.425;-7.5;9.199999809;14;3.109999895;0.100000001;93.64459991;1091.5;1810;5274.899902;0;131694;189.1000061
200406;-0.410;-0.285;-7.210000038;9.699999809;26;2.960000038;0.090000004;92.93029785;1043.599976;1810.900024;5303.100098;0;131793;189.6999969
200407;-0.149;-0.007;-2.359999895;5.199999809;26;1.720000029;0.090000004;93.61090088;1076.900024;1815.099976;5345;0;131848;189.3999939
200408;-0.001;0.140;-1.25;0.5;16;0.310000002;0.090000004;93.69580078;1079;1825.099976;5367.5;0;131937;189.5
200409;-0.049;0.019;-3.369999886;12.80000019;15;0.920000017;0.079999998;93.79579926;1099.300049;1838.699951;5403.5;0;132093;189.8999939
200410;-0.044;0.031;-5.239999771;14.89999962;28;-0.230000004;0.079999998;94.62259674;1098.599976;1868;5430.399902;0;132447;190.8999939
200411;-0.045;0.059;-8.289999962;18.60000038;15;0.419999987;0.079999998;94.84909821;1099.900024;1880.599976;5463.899902;0;132503;191
200412;-0.055;0.070;-11.07999992;15.60000038;28;-0.100000001;0.079999998;95.58409882;1122.599976;1883.800049;5498;0;132624;190.3000031
200501;0.033;0.120;-8.420000076;12.19999981;8;-0.800000012;0.07;95.92849731;1096.400024;1886.099976;5515.200195;0;132774;190.6999969
200502;-0.013;-0.002;-6.079999924;5.599999905;26;0.379999995;0.07;96.62870026;1113.199951;1897.199951;5548.700195;0;133032;191.8000031
200503;-0.033;-0.017;-6.840000153;16.5;7;0.589999974;0.059999999;96.49069977;1120.199951;1892.699951;5585.5;0;133156;193.3000031
200504;0.018;0.113;-5.5;6.199999809;7;2.950000048;0.059999999;96.68090057;1142.800049;1922.400024;5613.200195;0;133518;194.6000061
200505;0.024;0.097;-9.050000191;5.400000095;13;3.170000076;0.050000001;96.79250336;1116.400024;1913.300049;5641.899902;0;133690;194.3999939
200506;0.016;0.046;-10.72000027;7.900000095;21;2.839999914;0.059999999;97.19000244;1154.599976;1922.699951;5676.100098;0;133942;194.5
200507;-0.182;-0.109;-12.42000008;15.30000019;17;3.059999943;0.050000001;96.89810181;1202.199951;1947.300049;5704.299805;0;134296;195.3999939
200508;-0.153;0.074;-11.22000027;10.39999962;30;1.559999943;0.050000001;97.22229767;1139.5;1984.400024;5726.200195;0;134498;196.3999939
200509;-0.092;0.205;-10.53999996;4.5;17;1.779999971;0.059999999;95.34629822;1113.800049;2026.400024;5760.299805;0;134566;198.8000031
200510;-0.061;0.221;-11.42000008;13.19999981;12;1.870000005;0.050000001;96.49810028;1099.599976;2051.699951;5787.100098;0;134655;199.1999969
200511;-0.020;0.209;-11.72000027;20.79999924;18;3.279999971;0.050000001;97.56459808;1116.400024;2003.300049;5826.5;0;134993;197.6000061
200512;0.051;0.279;-11.86999989;6.199999809;18;3.529999971;0.050000001;98.02220154;1128.199951;2004.199951;5848.799805;0;135149;196.8000031
200601;-0.019;0.224;-14.96000004;18.70000076;14;3.49000001;0.050000001;98.20439911;1167.900024;2041.800049;5861.899902;0;135429;198.3000031
200602;-0.104;0.180;-14.86999989;9.5;19;3.269999981;0.050000001;98.24040222;1143.5;2047.900024;5904.600098;0;135737;198.6999969
200603;-0.132;0.162;-16.18000031;12.80000019;9;4.690000057;0.050000001;98.47419739;1151;2038.400024;5943.399902;0;136047;199.8000031
200604;-0.184;0.052;-15.64000034;6.300000191;12;4.710000038;0.050000001;98.77649689;1151;2072.100098;5968.5;0;136205;201.5
200605;-0.047;0.288;-11.69999981;7;15;3.769999981;0.050000001;98.78839874;1147.199951;2076.100098;6008.5;0;136244;202.5
200606;0.022;0.271;-10.72999954;8.199999809;21;3.160000086;0.050000001;99.10690308;1149.5;2082.300049;6027.799805;0;136325;202.8999939
200607;0.109;0.310;-7.590000153;0.400000006;10;2.619999886;0.050000001;99.03569794;1168.699951;2116.800049;6058.299805;0;136520;203.5
200608;0.124;0.395;-9.739999771;10;7;1.269999981;0.050000001;99.45829773;1146;2123;6073.200195;0;136694;203.8999939
200609;0.143;0.286;-9.890000343;15.60000038;14;-0.159999996;0.039999999;99.25440216;1166.900024;2098.899902;6109.5;0;136843;202.8999939
200610;0.141;0.285;-12.31000042;16.60000038;22;0.660000026;0.050000001;99.15139771;1168.300049;2083.100098;6142.200195;0;136852;201.8000031
200611;0.215;0.446;-13.67000008;10.5;29;-0.370000005;0.050000001;99.09739685;1164.400024;2072;6163.799805;0;137063;201.5
